STATION_NAME                                           DATE           PRCP      TMAX      TMIN      
MOBILE REGIONAL AIRPORT AL US                          20180315       0.00      156.2     91.4      
MOBILE REGIONAL AIRPORT AL US                          20180316       0.72      150.8     118.4     
MOBILE REGIONAL AIRPORT AL US                          20180317       0.00      174.2     150.8     
MOBILE REGIONAL AIRPORT AL US                          20180318       0.29      170.6     152.6     
MOBILE REGIONAL AIRPORT AL US                          20180319       0.01      179.6     154.4     
MOBILE REGIONAL AIRPORT AL US                          20180320       0.00      159.8     118.4     
MOBILE REGIONAL AIRPORT AL US                          20180321       0.00      156.2     111.2     
MOBILE REGIONAL AIRPORT AL US                          20180322       0.00      159.8     104       
MOBILE REGIONAL AIRPORT AL US                          20180323       0.00      163.4     109.4     
MOBILE REGIONAL AIRPORT AL US                          20180324       0.00      168.8     132.8     
MOBILE REGIONAL AIRPORT AL US                          20180325       0.00      179.6     147.2     
MOBILE REGIONAL AIRPORT AL US                          20180326       0.00      154.4     141.8     
MOBILE REGIONAL AIRPORT AL US                          20180327       0.00      165.2     134.6     
MOBILE REGIONAL AIRPORT AL US                          20180328       0.00      168.8     150.8     
MOBILE REGIONAL AIRPORT AL US                          20180329       1.32      177.8     140       
MOBILE REGIONAL AIRPORT AL US                          20180330       0.00      165.2     125.6     
MOBILE REGIONAL AIRPORT AL US                          20180331       0.00      168.8     116.6     
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180301       0.36      152.6     118.4     
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180302       0.00      136.4     104       
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180303       0.00      145.4     93.2      
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180304       0.00      159.8     91.4      
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180305       0.11      138.2     118.4     
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180306       0.06      150.8     118.4     
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180307       0.00      118.4     89.6      
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180308       0.00      118.4     86        
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180309       0.00      145.4     78.8      
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180310       1.18      136.4     122       
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180311       0.20      140       104       
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180312       0.00      127.4     98.6      
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180313       0.00      132.8     86        
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180314       0.00      123.8     86        
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180315       0.00      156.2     86        
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180316       0.00      156.2     111.2     
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180317       0.07      174.2     136.4     
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180318       0.18      149       118.4     
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180319       0.17      159.8     127.4     
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180320       0.00      131       102.2     
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180321       0.00      129.2     93.2      
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180322       0.00      140       87.8      
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180323       0.01      145.4     100.4     
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180324       0.01      158       122       
HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD AL US     20180325       0.11      156.2     127.4     
